Label,Time,ID,Signal_1_of_ID,Signal_2_of_ID,Signal_3_of_ID,Signal_4_of_ID,Signal_5_of_ID,Signal_6_of_ID,Signal_7_of_ID,Signal_8_of_ID,Signal_9_of_ID,Signal_10_of_ID,Signal_11_of_ID,Signal_12_of_ID,Signal_13_of_ID,Signal_14_of_ID,Signal_15_of_ID,Signal_16_of_ID,Signal_17_of_ID,Signal_18_of_ID,Signal_19_of_ID,Signal_20_of_ID,Signal_21_of_ID,Signal_22_of_ID
0,0.03996610641479492,727,96,3.0,3.0,,,,,,,,,,,,,,,,,,,
0,0.03996706008911133,412,4,0.0,79.0,32808.0,657.0,,,,,,,,,,,,,,,,,
0,0.03996896743774414,208,8,635.0,1.0,0.0,45.0,1219.0,0.0,,,,,,,,,,,,,,,
0,0.03996992111206055,51,0,-48.0,0.0,3.0,8.0,36.0,125.0,,,,,,,,,,,,,,,
0,0.039971113204956055,628,0,0.0,15.0,0.0,4.0,0.0,-5.0,0.0,0.0,0.0,4.0,31.0,2.0,0.0,1.0,233.0,,,,,,
0,0.04099702835083008,192,1,0.0,0.0,,,,,,,,,,,,,,,,,,,
0,0.0409998893737793,961,1,0.0,238.0,41.0,106.0,,,,,,,,,,,,,,,,,
0,0.0410008430480957,452,0,0.0,1.0,0.0,0.0,11.0,0.0,0.0,0.0,,,,,,,,,,,,,
0,0.041992902755737305,676,6,3.0,13.0,3.0,0.0,,,,,,,,,,,,,,,,,
0,0.04199504852294922,1176,4095,4095.0,52.0,1220.0,0.0,,,,,,,,,,,,,,,,,
0,0.041996002197265625,996,53,1.0,5.0,0.0,0.0,,,,,,,,,,,,,,,,,
0,0.04199695587158203,737,0,1.0,,,,,,,,,,,,,,,,,,,,
0,0.0430150032043457,852,32659,0.0,229.0,8.0,,,,,,,,,,,,,,,,,,
0,0.043016910552978516,1505,511,2.0,3.0,1.0,0.0,32809.0,,,,,,,,,,,,,,,,
0,0.04301810264587402,354,0,32809.0,501.0,500.0,0.0,1.0,-2.0,,,,,,,,,,,,,,,
0,0.04301905632019043,167,0,0.0,0.0,0.0,501.0,1.0,589.0,642.0,0.0,,,,,,,,,,,,,
0,0.044039011001586914,813,0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,
0,0.04404091835021973,1628,0,143.0,45.0,104.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
0,0.044042110443115234,1399,1,162.0,,,,,,,,,,,,,,,,,,,,
0,0.04404306411743164,560,-12,0.0,93.0,11.0,,,,,,,,,,,,,,,,,,
0,0.045037031173706055,293,0,0.0,259.0,253.0,1.0,-9.0,15.0,,,,,,,,,,,,,,,
0,0.04604792594909668,1760,1055,1047.0,1057.0,1056.0,,,,,,,,,,,,,,,,,,
0,0.04604911804199219,14,75,1.0,15171.0,,,,,,,,,,,,,,,,,,,
0,0.04704403877258301,263,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
0,0.04805397987365723,622,0,200.0,0.0,2.0,0.0,584.0,1.0,0.0,10.0,0.0,,,,,,,,,,,,
0,0.04805493354797363,661,1,1.0,,,,,,,,,,,,,,,,,,,,
0,0.04805588722229004,208,9,635.0,1.0,0.0,44.0,1219.0,0.0,,,,,,,,,,,,,,,
0,0.04805707931518555,51,0,-49.0,0.0,3.0,9.0,36.0,125.0,,,,,,,,,,,,,,,
0,0.05193305015563965,852,32659,0.0,227.0,10.0,,,,,,,,,,,,,,,,,,
0,0.05293011665344238,1505,511,2.0,3.0,1.0,0.0,32809.0,,,,,,,,,,,,,,,,
0,0.052932024002075195,651,0,0.0,,,,,,,,,,,,,,,,,,,,
0,0.0529329776763916,167,0,0.0,0.0,0.0,499.0,1.0,590.0,642.0,0.0,,,,,,,,,,,,,
0,0.05293393135070801,1031,1,0.0,0.0,0.0,5.0,32.0,649.0,0.0,0.0,3.0,0.0,545.0,1.0,,,,,,,,,
0,0.05427098274230957,1694,2,127.0,127.0,0.0,170.0,1.0,,,,,,,,,,,,,,,,
0,0.055288076400756836,293,0,0.0,259.0,253.0,1.0,6.0,0.0,,,,,,,,,,,,,,,
0,0.05628705024719238,403,0,128.0,1.0,,,,,,,,,,,,,,,,,,,
0,0.05628800392150879,14,75,1.0,15165.0,,,,,,,,,,,,,,,,,,,
0,0.056288957595825195,526,2048,1212.0,511.0,509.0,,,,,,,,,,,,,,,,,,
0,0.0562899112701416,1314,0,-13.0,12.0,0.0,,,,,,,,,,,,,,,,,,
0,0.05729389190673828,870,512,0.0,0.0,0.0,4.0,0.0,,,,,,,,,,,,,,,,
0,0.057296037673950195,1408,115,12.0,32768.0,,,,,,,,,,,,,,,,,,,
0,0.0572969913482666,1076,8021,82.0,100.0,36.0,149.0,,,,,,,,,,,,,,,,,
0,0.05729794502258301,1760,1051,1049.0,1057.0,1056.0,,,,,,,,,,,,,,,,,,
0,0.058303117752075195,339,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,,,,,,,,,
0,0.0583040714263916,1634,635,1.0,,,,,,,,,,,,,,,,,,,,
0,0.05830502510070801,412,5,0.0,77.0,32808.0,657.0,,,,,,,,,,,,,,,,,
0,0.058305978775024414,208,10,635.0,1.0,0.0,43.0,1219.0,0.0,,,,,,,,,,,,,,,
0,0.05930209159851074,51,0,-50.0,0.0,3.0,10.0,36.0,125.0,,,,,,,,,,,,,,,
0,0.05930304527282715,628,0,0.0,15.0,0.0,5.0,0.0,-6.0,0.0,0.0,0.0,4.0,31.0,2.0,0.0,1.0,233.0,,,,,,
0,0.059303998947143555,192,1,0.0,0.0,,,,,,,,,,,,,,,,,,,
0,0.05930495262145996,1176,4095,4095.0,51.0,1220.0,1.0,,,,,,,,,,,,,,,,,
0,0.060372114181518555,560,-13,0.0,93.0,12.0,,,,,,,,,,,,,,,,,,
0,0.06183290481567383,737,0,1.0,,,,,,,,,,,,,,,,,,,,
0,0.06284403800964355,852,32659,0.0,226.0,11.0,,,,,,,,,,,,,,,,,,
0,0.06284499168395996,1505,511,2.0,3.0,1.0,0.0,32808.0,,,,,,,,,,,,,,,,
0,0.06284594535827637,354,0,32809.0,501.0,500.0,0.0,1.0,-2.0,,,,,,,,,,,,,,,
0,0.06284689903259277,167,0,0.0,0.0,0.0,498.0,1.0,590.0,642.0,0.0,,,,,,,,,,,,,
0,0.06424689292907715,293,0,0.0,259.0,253.0,1.0,5.0,1.0,,,,,,,,,,,,,,,
0,0.06533288955688477,1760,1064,1050.0,1057.0,1055.0,,,,,,,,,,,,,,,,,,
0,0.06633210182189941,14,75,1.0,15162.0,,,,,,,,,,,,,,,,,,,
0,0.06633305549621582,961,1,0.0,240.0,37.0,108.0,,,,,,,,,,,,,,,,,
0,0.06633400917053223,263,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
0,0.06739497184753418,186,106,8255.0,0.0,1.0,0.0,0.0,106.0,0.0,,,,,,,,,,,,,,
0,0.06740093231201172,208,11,635.0,1.0,0.0,42.0,1219.0,0.0,,,,,,,,,,,,,,,
0,0.06838607788085938,51,0,-51.0,0.0,3.0,11.0,36.0,125.0,,,,,,,,,,,,,,,
0,0.06838703155517578,1277,1,1.0,55.0,1.0,590.0,37.0,1.0,21.0,148.0,2.0,,,,,,,,,,,,
0,0.07181096076965332,852,32659,0.0,226.0,11.0,,,,,,,,,,,,,,,,,,
0,0.07284903526306152,1505,511,2.0,3.0,1.0,0.0,32808.0,,,,,,,,,,,,,,,,
0,0.07285094261169434,651,0,0.0,,,,,,,,,,,,,,,,,,,,
0,0.07285189628601074,167,0,0.0,0.0,0.0,500.0,1.0,590.0,642.0,0.0,,,,,,,,,,,,,
0,0.07285308837890625,61,0,866.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
0,0.07424402236938477,1694,2,127.0,128.0,0.0,170.0,1.0,,,,,,,,,,,,,,,,
0,0.07526493072509766,293,0,0.0,259.0,253.0,1.0,4.0,2.0,,,,,,,,,,,,,,,
0,0.07626199722290039,14,75,1.0,15162.0,,,,,,,,,,,,,,,,,,,
0,0.0762629508972168,403,0,128.0,1.0,,,,,,,,,,,,,,,,,,,
0,0.0762639045715332,526,2048,1213.0,510.0,510.0,,,,,,,,,,,,,,,,,,
0,0.07626509666442871,1314,0,-14.0,13.0,0.0,,,,,,,,,,,,,,,,,,
0,0.0772860050201416,870,513,0.0,0.0,0.0,4.0,0.0,,,,,,,,,,,,,,,,
0,0.07728695869445801,1408,114,13.0,32768.0,,,,,,,,,,,,,,,,,,,
0,0.07728791236877441,1076,8277,86.0,104.0,40.0,153.0,,,,,,,,,,,,,,,,,
0,0.07728910446166992,1760,1058,1052.0,1056.0,1055.0,,,,,,,,,,,,,,,,,,
0,0.07829594612121582,339,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,,,,,,,,,
0,0.07829689979553223,661,1,1.0,,,,,,,,,,,,,,,,,,,,
0,0.07829809188842773,1634,635,1.0,,,,,,,,,,,,,,,,,,,,
0,0.07829904556274414,412,6,0.0,75.0,32808.0,657.0,,,,,,,,,,,,,,,,,
0,0.07929491996765137,208,12,635.0,1.0,0.0,41.0,1219.0,0.0,,,,,,,,,,,,,,,
0,0.07929611206054688,51,0,-52.0,0.0,3.0,12.0,36.0,125.0,,,,,,,,,,,,,,,
0,0.07929706573486328,628,0,0.0,15.0,0.0,6.0,0.0,-7.0,0.0,0.0,0.0,4.0,31.0,2.0,0.0,1.0,233.0,,,,,,
0,0.07929801940917969,192,1,0.0,0.0,,,,,,,,,,,,,,,,,,,
0,0.08029603958129883,1176,4095,4095.0,50.0,1220.0,2.0,,,,,,,,,,,,,,,,,
0,0.08029794692993164,1124,0,0.0,17.0,1.0,1.0,13.0,,,,,,,,,,,,,,,,
0,0.08029890060424805,560,-14,0.0,93.0,13.0,,,,,,,,,,,,,,,,,,
0,0.08181595802307129,737,0,1.0,,,,,,,,,,,,,,,,,,,,
0,0.08286595344543457,852,32659,0.0,224.0,13.0,,,,,,,,,,,,,,,,,,
0,0.08286690711975098,1505,511,2.0,3.0,1.0,0.0,32808.0,,,,,,,,,,,,,,,,
0,0.08286809921264648,354,0,32809.0,501.0,500.0,0.0,1.0,-2.0,,,,,,,,,,,,,,,
0,0.08286905288696289,167,0,0.0,0.0,0.0,502.0,1.0,589.0,642.0,0.0,,,,,,,,,,,,,
0,0.0842430591583252,293,0,0.0,259.0,253.0,1.0,3.0,3.0,,,,,,,,,,,,,,,
0,0.08538603782653809,1760,1055,1050.0,1055.0,1054.0,,,,,,,,,,,,,,,,,,
0,0.08640694618225098,14,75,1.0,15168.0,,,,,,,,,,,,,,,,,,,
0,0.08640789985656738,263,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
0,0.08746004104614258,813,0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,
0,0.08746099472045898,208,13,635.0,1.0,0.0,40.0,1219.0,0.0,,,,,,,,,,,,,,,
0,0.08843398094177246,51,0,-53.0,0.0,3.0,13.0,36.0,125.0,,,,,,,,,,,,,,,
0,0.08843588829040527,1459,0,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,
0,0.08843708038330078,1399,1,162.0,,,,,,,,,,,,,,,,,,,,
0,0.09051203727722168,961,1,0.0,236.0,38.0,111.0,,,,,,,,,,,,,,,,,
0,0.09196090698242188,852,32659,0.0,224.0,13.0,,,,,,,,,,,,,,,,,,
0,0.09295010566711426,1505,511,2.0,3.0,1.0,0.0,32809.0,,,,,,,,,,,,,,,,
0,0.09295105934143066,651,0,0.0,,,,,,,,,,,,,,,,,,,,
0,0.09295201301574707,167,0,0.0,0.0,0.0,500.0,1.0,589.0,642.0,0.0,,,,,,,,,,,,,
0,0.09295296669006348,458,-1,-1.0,390.0,,,,,,,,,,,,,,,,,,,
0,0.09393501281738281,1413,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
0,0.09499311447143555,1694,2,127.0,127.0,0.0,170.0,1.0,,,,,,,,,,,,,,,,
0,0.09499692916870117,293,0,0.0,259.0,253.0,1.0,2.0,4.0,,,,,,,,,,,,,,,
0,0.09604811668395996,244,2,2.0,0.0,2.0,,,,,,,,,,,,,,,,,,
0,0.09604907035827637,14,75,1.0,15168.0,,,,,,,,,,,,,,,,,,,
0,0.09605097770690918,403,0,128.0,1.0,,,,,,,,,,,,,,,,,,,
0,0.09705209732055664,60,1,48.0,,,,,,,,,,,,,,,,,,,,
0,0.09705400466918945,526,2048,1216.0,509.0,511.0,,,,,,,,,,,,,,,,,,
0,0.09705495834350586,1314,0,-15.0,14.0,0.0,,,,,,,,,,,,,,,,,,
0,0.09705710411071777,870,513,0.0,0.0,0.0,4.0,0.0,,,,,,,,,,,,,,,,
0,0.0980839729309082,519,0,1.0,1.0,1.0,1.0,344.0,-5.0,0.0,1.0,1.0,35.0,,,,,,,,,,,
0,0.09808611869812012,339,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,,,,,,,,,
0,0.09808707237243652,1634,635,1.0,,,,,,,,,,,,,,,,,,,,
0,0.09808802604675293,412,7,0.0,73.0,32808.0,657.0,,,,,,,,,,,,,,,,,
0,0.09903788566589355,208,14,635.0,1.0,0.0,39.0,1219.0,0.0,,,,,,,,,,,,,,,
0,0.09904003143310547,51,0,-54.0,0.0,3.0,14.0,36.0,125.0,,,,,,,,,,,,,,,
0,0.09904098510742188,628,0,0.0,15.0,0.0,7.0,0.0,-8.0,0.0,0.0,0.0,4.0,31.0,2.0,0.0,1.0,233.0,,,,,,
0,0.09904193878173828,1408,113,14.0,32768.0,,,,,,,,,,,,,,,,,,,
0,0.10010290145874023,1076,8533,90.0,109.0,44.0,157.0,,,,,,,,,,,,,,,,,
0,0.10011100769042969,1760,1056,1050.0,1054.0,1054.0,,,,,,,,,,,,,,,,,,
0,0.1001119613647461,192,1,0.0,0.0,,,,,,,,,,,,,,,,,,,
0,0.1001129150390625,1176,4095,4095.0,50.0,1219.0,3.0,,,,,,,,,,,,,,,,,
0,0.10112309455871582,1225,484,0.0,0.0,0.0,0.0,2.0,3.0,1.0,1.0,,,,,,,,,,,,,
0,0.10112500190734863,470,0,0.0,5.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,,,,,,,,
0,0.10112595558166504,705,0,-107.0,-1.0,-109.0,1.0,1.0,148.0,112.0,,,,,,,,,,,,,,
0,0.10112690925598145,560,-15,0.0,93.0,14.0,,,,,,,,,,,,,,,,,,
0,0.10209488868713379,737,0,1.0,,,,,,,,,,,,,,,,,,,,
0,0.1020970344543457,852,32659,0.0,222.0,15.0,,,,,,,,,,,,,,,,,,
0,0.10308194160461426,1505,511,2.0,3.0,1.0,0.0,32809.0,,,,,,,,,,,,,,,,
0,0.10308289527893066,354,0,32809.0,501.0,500.0,0.0,1.0,-2.0,,,,,,,,,,,,,,,
0,0.10308408737182617,167,0,0.0,0.0,0.0,499.0,1.0,590.0,642.0,0.0,,,,,,,,,,,,,
0,0.10308599472045898,675,0,0.0,0.0,0.0,2.0,0.0,533.0,2.0,120.0,2.0,0.0,0.0,,,,,,,,,,
0,0.1042931079864502,293,0,0.0,259.0,253.0,1.0,1.0,5.0,,,,,,,,,,,,,,,
0,0.10525894165039062,692,20,60118.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,
0,0.10630106925964355,1760,1050,1053.0,1054.0,1054.0,,,,,,,,,,,,,,,,,,
0,0.10630297660827637,14,75,1.0,15165.0,,,,,,,,,,,,,,,,,,,
0,0.10630393028259277,263,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
0,0.10728001594543457,186,106,8255.0,0.0,1.0,0.0,0.0,106.0,0.0,,,,,,,,,,,,,,
0,0.1082921028137207,661,1,1.0,,,,,,,,,,,,,,,,,,,,
0,0.10829401016235352,208,15,635.0,1.0,0.0,39.0,1218.0,0.0,,,,,,,,,,,,,,,
0,0.10829496383666992,51,0,-55.0,0.0,3.0,15.0,36.0,125.0,,,,,,,,,,,,,,,
0,0.11190509796142578,852,32659,0.0,237.0,0.0,,,,,,,,,,,,,,,,,,
0,0.11289405822753906,1505,511,2.0,3.0,1.0,0.0,32809.0,,,,,,,,,,,,,,,,
0,0.11289596557617188,651,0,0.0,,,,,,,,,,,,,,,,,,,,
0,0.11289691925048828,1788,0,0.0,0.0,15162.0,1.0,1.0,1623.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
0,0.11289811134338379,167,0,0.0,0.0,0.0,499.0,1.0,590.0,642.0,0.0,,,,,,,,,,,,,
0,0.11391091346740723,569,579,0.0,0.0,559.0,0.0,,,,,,,,,,,,,,,,,
0,0.11391305923461914,215,0,8.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,
0,0.11491703987121582,1694,2,127.0,127.0,0.0,170.0,1.0,,,,,,,,,,,,,,,,
0,0.11491894721984863,293,0,0.0,259.0,253.0,1.0,0.0,6.0,,,,,,,,,,,,,,,
0,0.11593508720397949,403,0,128.0,1.0,,,,,,,,,,,,,,,,,,,
0,0.11593890190124512,14,75,1.0,15165.0,,,,,,,,,,,,,,,,,,,
0,0.11594009399414062,526,2048,1214.0,509.0,511.0,,,,,,,,,,,,,,,,,,
0,0.11695694923400879,1314,0,-16.0,15.0,0.0,,,,,,,,,,,,,,,,,,
0,0.1169590950012207,961,1,0.0,237.0,35.0,113.0,,,,,,,,,,,,,,,,,
0,0.11696004867553711,870,512,0.0,0.0,0.0,4.0,0.0,,,,,,,,,,,,,,,,
0,0.11696100234985352,1408,112,15.0,32768.0,,,,,,,,,,,,,,,,,,,
0,0.11793708801269531,1076,8789,94.0,113.0,49.0,162.0,,,,,,,,,,,,,,,,,
0,0.11793994903564453,1760,1055,1055.0,1053.0,1054.0,,,,,,,,,,,,,,,,,,
