Label,Time,ID,Signal_1_of_ID,Signal_2_of_ID,Signal_3_of_ID,Signal_4_of_ID,Signal_5_of_ID,Signal_6_of_ID,Signal_7_of_ID,Signal_8_of_ID,Signal_9_of_ID,Signal_10_of_ID,Signal_11_of_ID,Signal_12_of_ID,Signal_13_of_ID,Signal_14_of_ID,Signal_15_of_ID,Signal_16_of_ID,Signal_17_of_ID,Signal_18_of_ID,Signal_19_of_ID,Signal_20_of_ID,Signal_21_of_ID,Signal_22_of_ID
0,0.014206886291503906,519,1,1.0,1.0,1.0,1.0,148.0,-6.0,0.0,1.0,1.0,26.0,,,,,,,,,,,
0,0.014208078384399414,1225,100,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,,,,,,,,,,,,,
0,0.01420903205871582,470,1,0.0,5.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,,,,,,,,
0,0.015225887298583984,1760,0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
0,0.016933917999267578,263,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
0,0.017959117889404297,186,105,8249.0,0.0,1.0,0.0,0.0,323.0,0.0,,,,,,,,,,,,,,
0,0.017960071563720703,208,14,609.0,1.0,0.0,238.0,0.0,0.0,,,,,,,,,,,,,,,
0,0.01895594596862793,737,0,1.0,,,,,,,,,,,,,,,,,,,,
0,0.018958091735839844,14,75,1.0,15045.0,,,,,,,,,,,,,,,,,,,
0,0.01895904541015625,852,32765,0.0,124.0,7.0,,,,,,,,,,,,,,,,,,
0,0.018959999084472656,293,0,0.0,253.0,235.0,1.0,22.0,9.0,,,,,,,,,,,,,,,
0,0.019978046417236328,1505,511,2.0,3.0,1.0,0.0,32768.0,,,,,,,,,,,,,,,,
0,0.019979000091552734,51,0,-18.0,0.0,3.0,14.0,0.0,125.0,,,,,,,,,,,,,,,
0,0.01997995376586914,354,0,32768.0,501.0,500.0,0.0,1.0,-2.0,,,,,,,,,,,,,,,
0,0.019980907440185547,167,1,0.0,0.0,0.0,500.0,0.0,589.0,604.0,0.0,,,,,,,,,,,,,
0,0.020977020263671875,1399,1,163.0,,,,,,,,,,,,,,,,,,,,
0,0.02097797393798828,1413,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
0,0.02506399154663086,403,0,110.0,1.0,,,,,,,,,,,,,,,,,,,
0,0.026102066040039062,526,2048,0.0,508.0,511.0,,,,,,,,,,,,,,,,,,
0,0.02612590789794922,1314,284,-37.0,7.0,315.0,,,,,,,,,,,,,,,,,,
0,0.026128053665161133,870,511,0.0,0.0,0.0,4.0,1.0,,,,,,,,,,,,,,,,
0,0.02612900733947754,1408,120,7.0,32768.0,,,,,,,,,,,,,,,,,,,
0,0.027091026306152344,1076,7765,47.0,47.0,48.0,48.0,,,,,,,,,,,,,,,,,
0,0.027092933654785156,1760,0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
0,0.027093887329101562,1176,4095,4095.0,240.0,0.0,12.0,,,,,,,,,,,,,,,,,
0,0.02709507942199707,560,-37,284.0,90.0,7.0,,,,,,,,,,,,,,,,,,
0,0.028148889541625977,339,0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,,
0,0.028150081634521484,852,32765,0.0,124.0,7.0,,,,,,,,,,,,,,,,,,
0,0.02915501594543457,14,75,1.0,15045.0,,,,,,,,,,,,,,,,,,,
0,0.029155969619750977,1505,511,2.0,3.0,1.0,0.0,32768.0,,,,,,,,,,,,,,,,
0,0.029156923294067383,1694,2,126.0,128.0,0.0,168.0,1.0,,,,,,,,,,,,,,,,
0,0.02915787696838379,293,0,0.0,253.0,235.0,1.0,21.0,10.0,,,,,,,,,,,,,,,
0,0.03013300895690918,1634,609,1.0,,,,,,,,,,,,,,,,,,,,
0,0.030134916305541992,651,0,0.0,,,,,,,,,,,,,,,,,,,,
0,0.0301361083984375,412,7,1.0,2.0,32878.0,626.0,,,,,,,,,,,,,,,,,
0,0.030137062072753906,208,15,609.0,1.0,0.0,237.0,0.0,0.0,,,,,,,,,,,,,,,
0,0.031163930892944336,51,0,-19.0,0.0,3.0,15.0,0.0,125.0,,,,,,,,,,,,,,,
0,0.03116607666015625,628,0,0.0,15.0,0.0,7.0,1.0,-9.0,1.0,0.0,0.0,4.0,31.0,2.0,0.0,1.0,348.0,,,,,,
0,0.031167030334472656,192,1,0.0,0.0,,,,,,,,,,,,,,,,,,,
0,0.031169891357421875,167,1,0.0,0.0,0.0,500.0,0.0,590.0,604.0,0.0,,,,,,,,,,,,,
0,0.03218507766723633,458,-1,-1.0,404.0,,,,,,,,,,,,,,,,,,,
0,0.03508305549621582,1760,0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
0,0.03610110282897949,1644,1,0.0,0.0,0.0,1.0,4.0,0.0,1.0,0.0,,,,,,,,,,,,,
0,0.03715109825134277,263,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
0,0.03815889358520508,661,1,1.0,,,,,,,,,,,,,,,,,,,,
0,0.038160085678100586,737,0,1.0,,,,,,,,,,,,,,,,,,,,
0,0.03914499282836914,14,74,1.0,15048.0,,,,,,,,,,,,,,,,,,,
0,0.03914594650268555,961,1,0.0,239.0,193.0,209.0,,,,,,,,,,,,,,,,,
0,0.03914690017700195,852,32765,0.0,122.0,9.0,,,,,,,,,,,,,,,,,,
0,0.03916311264038086,293,0,0.0,253.0,235.0,1.0,20.0,11.0,,,,,,,,,,,,,,,
0,0.04016590118408203,1505,511,2.0,3.0,1.0,0.0,32768.0,,,,,,,,,,,,,,,,
0,0.04016709327697754,208,0,609.0,1.0,0.0,252.0,0.0,0.0,,,,,,,,,,,,,,,
0,0.040168046951293945,51,0,-4.0,0.0,3.0,0.0,0.0,125.0,,,,,,,,,,,,,,,
0,0.04016900062561035,354,0,32768.0,501.0,500.0,0.0,1.0,-2.0,,,,,,,,,,,,,,,
0,0.04118609428405762,167,1,0.0,0.0,0.0,500.0,0.0,589.0,604.0,0.0,,,,,,,,,,,,,
0,0.04118800163269043,675,0,0.0,0.0,0.0,0.0,0.0,511.0,2.0,120.0,0.0,0.0,0.0,,,,,,,,,,
0,0.041188955307006836,1277,1,1.0,75.0,1.0,592.0,50.0,1.0,28.0,148.0,2.0,,,,,,,,,,,,
0,0.04299306869506836,215,0,8.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,
0,0.044403076171875,622,0,320.0,0.0,2.0,0.0,668.0,1.0,0.0,10.0,0.0,,,,,,,,,,,,
0,0.04542803764343262,403,0,110.0,1.0,,,,,,,,,,,,,,,,,,,
0,0.04542899131774902,526,2048,0.0,509.0,511.0,,,,,,,,,,,,,,,,,,
0,0.046447038650512695,1314,284,-38.0,8.0,315.0,,,,,,,,,,,,,,,,,,
0,0.0464479923248291,870,511,0.0,0.0,0.0,4.0,1.0,,,,,,,,,,,,,,,,
0,0.04644894599914551,1408,119,8.0,32768.0,,,,,,,,,,,,,,,,,,,
0,0.046449899673461914,1076,8021,47.0,47.0,48.0,48.0,,,,,,,,,,,,,,,,,
0,0.047467947006225586,1760,0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
0,0.04746890068054199,1176,4095,4095.0,239.0,0.0,13.0,,,,,,,,,,,,,,,,,
0,0.0474700927734375,560,-38,284.0,90.0,8.0,,,,,,,,,,,,,,,,,,
0,0.047471046447753906,813,0,0.0,0.0,0.0,0.0,76.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
0,0.04846811294555664,339,0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,,
0,0.04846906661987305,852,32765,0.0,121.0,10.0,,,,,,,,,,,,,,,,,,
0,0.04847002029418945,14,74,1.0,15045.0,,,,,,,,,,,,,,,,,,,
0,0.04949188232421875,1505,511,2.0,3.0,1.0,0.0,32768.0,,,,,,,,,,,,,,,,
0,0.049494028091430664,1694,2,126.0,127.0,0.0,168.0,1.0,,,,,,,,,,,,,,,,
0,0.04949593544006348,293,0,0.0,253.0,235.0,1.0,19.0,12.0,,,,,,,,,,,,,,,
0,0.04949688911437988,1634,609,1.0,,,,,,,,,,,,,,,,,,,,
0,0.05048394203186035,651,0,0.0,,,,,,,,,,,,,,,,,,,,
0,0.05048489570617676,412,0,1.0,16.0,32878.0,626.0,,,,,,,,,,,,,,,,,
0,0.050486087799072266,208,1,609.0,1.0,0.0,251.0,0.0,0.0,,,,,,,,,,,,,,,
0,0.05048704147338867,51,0,-5.0,0.0,3.0,1.0,0.0,125.0,,,,,,,,,,,,,,,
0,0.05154299736022949,628,0,0.0,15.0,0.0,0.0,1.0,-2.0,1.0,0.0,0.0,4.0,31.0,2.0,0.0,1.0,348.0,,,,,,
0,0.0515439510345459,192,1,0.0,0.0,,,,,,,,,,,,,,,,,,,
0,0.051544904708862305,1788,0,0.0,0.0,15046.0,1.0,1.0,1771.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
0,0.05154609680175781,167,1,0.0,0.0,0.0,500.0,0.0,589.0,604.0,0.0,,,,,,,,,,,,,
0,0.05154705047607422,569,1000,0.0,0.0,524.0,0.0,,,,,,,,,,,,,,,,,
0,0.05505990982055664,1760,0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
0,0.05710005760192871,263,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
0,0.058120012283325195,186,105,8251.0,0.0,1.0,0.0,0.0,323.0,0.0,,,,,,,,,,,,,,
0,0.0581209659576416,208,2,609.0,1.0,0.0,250.0,0.0,0.0,,,,,,,,,,,,,,,
0,0.059098005294799805,737,0,1.0,,,,,,,,,,,,,,,,,,,,
0,0.05909895896911621,14,74,1.0,15048.0,,,,,,,,,,,,,,,,,,,
0,0.05909991264343262,852,32765,0.0,121.0,10.0,,,,,,,,,,,,,,,,,,
0,0.059101104736328125,293,0,0.0,253.0,235.0,1.0,18.0,13.0,,,,,,,,,,,,,,,
0,0.05910205841064453,1505,511,2.0,3.0,1.0,0.0,32768.0,,,,,,,,,,,,,,,,
0,0.060137033462524414,51,0,-6.0,0.0,3.0,2.0,0.0,125.0,,,,,,,,,,,,,,,
0,0.06013798713684082,738,0,3.0,1.0,0.0,-352.0,1.0,140.0,,,,,,,,,,,,,,,
0,0.06013894081115723,837,1,0.0,4.0,-1.0,0.0,1.0,29.0,,,,,,,,,,,,,,,
0,0.06013989448547363,1072,0,52.0,1.0,7.0,1534.0,0.0,0.0,2.0,,,,,,,,,,,,,,
0,0.06113910675048828,244,2,2.0,0.0,1.0,,,,,,,,,,,,,,,,,,
0,0.06114006042480469,354,0,32768.0,501.0,500.0,0.0,1.0,-2.0,,,,,,,,,,,,,,,
0,0.062155961990356445,167,1,0.0,0.0,0.0,500.0,0.0,589.0,604.0,0.0,,,,,,,,,,,,,
0,0.06215691566467285,304,0,22.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
0,0.06215810775756836,1175,0,0.0,,,,,,,,,,,,,,,,,,,,
0,0.0631570816040039,961,1,0.0,241.0,189.0,211.0,,,,,,,,,,,,,,,,,
0,0.06504511833190918,403,0,110.0,1.0,,,,,,,,,,,,,,,,,,,
0,0.06609988212585449,526,2048,0.0,510.0,511.0,,,,,,,,,,,,,,,,,,
0,0.06610107421875,1314,284,-39.0,9.0,315.0,,,,,,,,,,,,,,,,,,
0,0.0661020278930664,870,511,0.0,0.0,0.0,4.0,1.0,,,,,,,,,,,,,,,,
0,0.06610298156738281,1408,118,9.0,32768.0,,,,,,,,,,,,,,,,,,,
0,0.06710195541381836,1076,8277,47.0,47.0,48.0,48.0,,,,,,,,,,,,,,,,,
0,0.06710410118103027,1760,0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
0,0.06710505485534668,1176,4095,4095.0,238.0,0.0,14.0,,,,,,,,,,,,,,,,,
0,0.06710600852966309,560,-39,284.0,90.0,9.0,,,,,,,,,,,,,,,,,,
0,0.06814408302307129,1255,18,137.0,,,,,,,,,,,,,,,,,,,,
0,0.06816291809082031,852,32765,0.0,119.0,12.0,,,,,,,,,,,,,,,,,,
0,0.0691220760345459,14,74,1.0,15045.0,,,,,,,,,,,,,,,,,,,
0,0.0691230297088623,339,0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,,
0,0.06912398338317871,1694,2,126.0,127.0,0.0,168.0,1.0,,,,,,,,,,,,,,,,
0,0.06912493705749512,293,0,0.0,253.0,235.0,1.0,17.0,14.0,,,,,,,,,,,,,,,
0,0.0701589584350586,1505,511,2.0,3.0,1.0,0.0,32768.0,,,,,,,,,,,,,,,,
0,0.070159912109375,661,1,1.0,,,,,,,,,,,,,,,,,,,,
0,0.07016110420227051,1634,609,1.0,,,,,,,,,,,,,,,,,,,,
0,0.07115888595581055,1668,10,218.0,512.0,1.0,497.0,15.0,,,,,,,,,,,,,,,,
0,0.07116007804870605,1590,82,0.0,482.0,3.0,0.0,,,,,,,,,,,,,,,,,
0,0.07116103172302246,727,96,3.0,3.0,,,,,,,,,,,,,,,,,,,
0,0.07116198539733887,651,0,0.0,,,,,,,,,,,,,,,,,,,,
0,0.07215094566345215,412,1,1.0,14.0,32878.0,626.0,,,,,,,,,,,,,,,,,
0,0.07215189933776855,208,3,609.0,1.0,0.0,249.0,0.0,0.0,,,,,,,,,,,,,,,
0,0.07215309143066406,51,0,-7.0,0.0,3.0,3.0,0.0,125.0,,,,,,,,,,,,,,,
0,0.07215404510498047,628,0,0.0,15.0,0.0,1.0,1.0,-3.0,1.0,0.0,0.0,4.0,31.0,2.0,0.0,1.0,348.0,,,,,,
0,0.07317495346069336,192,1,0.0,0.0,,,,,,,,,,,,,,,,,,,
0,0.07317590713500977,167,1,0.0,0.0,0.0,500.0,0.0,589.0,604.0,0.0,,,,,,,,,,,,,
0,0.07317709922790527,722,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
0,0.07417011260986328,996,77,0.0,5.0,0.0,0.0,,,,,,,,,,,,,,,,,
0,0.07417106628417969,1628,0,285.0,39.0,117.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
0,0.0741720199584961,1399,1,163.0,,,,,,,,,,,,,,,,,,,,
0,0.07519197463989258,1760,0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
0,0.07692098617553711,263,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
0,0.0779271125793457,208,4,609.0,1.0,0.0,248.0,0.0,0.0,,,,,,,,,,,,,,,
0,0.07892394065856934,737,0,1.0,,,,,,,,,,,,,,,,,,,,
0,0.07892489433288574,14,74,1.0,15045.0,,,,,,,,,,,,,,,,,,,
0,0.07892608642578125,852,32765,0.0,118.0,13.0,,,,,,,,,,,,,,,,,,
0,0.07892704010009766,293,0,0.0,253.0,235.0,1.0,16.0,15.0,,,,,,,,,,,,,,,
0,0.07994508743286133,1505,511,2.0,3.0,1.0,0.0,32768.0,,,,,,,,,,,,,,,,
0,0.07994604110717773,51,0,-8.0,0.0,3.0,4.0,0.0,125.0,,,,,,,,,,,,,,,
0,0.07994699478149414,354,0,32768.0,501.0,500.0,0.0,1.0,-2.0,,,,,,,,,,,,,,,
0,0.07994794845581055,167,1,0.0,0.0,0.0,500.0,0.0,589.0,604.0,0.0,,,,,,,,,,,,,
0,0.08292293548583984,705,0,-97.0,-1.0,-105.0,1.0,1.0,33.0,213.0,,,,,,,,,,,,,,
0,0.08507895469665527,403,0,110.0,1.0,,,,,,,,,,,,,,,,,,,
0,0.08608388900756836,526,2048,0.0,510.0,511.0,,,,,,,,,,,,,,,,,,
0,0.08608603477478027,1314,284,-40.0,10.0,315.0,,,,,,,,,,,,,,,,,,
0,0.08608698844909668,870,511,0.0,0.0,0.0,4.0,1.0,,,,,,,,,,,,,,,,
0,0.08608794212341309,1408,117,10.0,32768.0,,,,,,,,,,,,,,,,,,,
0,0.08709311485290527,1076,8533,47.0,47.0,48.0,48.0,,,,,,,,,,,,,,,,,
0,0.08709406852722168,1760,0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
0,0.08709502220153809,692,4,16645.0,0.0,0.0,93.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,
0,0.08709597587585449,1176,4095,4095.0,237.0,0.0,15.0,,,,,,,,,,,,,,,,,
0,0.08812403678894043,1124,0,0.0,23.0,2.0,1.0,6.0,,,,,,,,,,,,,,,,
0,0.08812499046325684,560,-40,284.0,90.0,10.0,,,,,,,,,,,,,,,,,,
0,0.08812594413757324,339,0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,,
0,0.08812689781188965,961,1,0.0,237.0,190.0,214.0,,,,,,,,,,,,,,,,,
0,0.08911395072937012,14,75,1.0,15042.0,,,,,,,,,,,,,,,,,,,
0,0.08911490440368652,852,32765,0.0,118.0,13.0,,,,,,,,,,,,,,,,,,
0,0.08911609649658203,1694,2,126.0,127.0,0.0,169.0,1.0,,,,,,,,,,,,,,,,
0,0.08911705017089844,293,0,0.0,253.0,235.0,1.0,31.0,0.0,,,,,,,,,,,,,,,
0,0.09012198448181152,1505,511,2.0,3.0,1.0,0.0,32768.0,,,,,,,,,,,,,,,,
0,0.09012293815612793,1634,609,1.0,,,,,,,,,,,,,,,,,,,,
0,0.09012389183044434,651,0,0.0,,,,,,,,,,,,,,,,,,,,
0,0.09012508392333984,412,2,1.0,12.0,32878.0,626.0,,,,,,,,,,,,,,,,,
0,0.09113097190856934,208,5,609.0,1.0,0.0,247.0,0.0,0.0,,,,,,,,,,,,,,,
0,0.09113192558288574,51,0,-9.0,0.0,3.0,5.0,0.0,125.0,,,,,,,,,,,,,,,
0,0.09113311767578125,628,0,0.0,15.0,0.0,2.0,1.0,-4.0,1.0,0.0,0.0,4.0,31.0,2.0,0.0,1.0,348.0,,,,,,
0,0.09113407135009766,192,1,0.0,0.0,,,,,,,,,,,,,,,,,,,
0,0.09213089942932129,167,1,0.0,0.0,0.0,500.0,0.0,589.0,604.0,0.0,,,,,,,,,,,,,
0,0.0921320915222168,1459,0,0.0,0.0,0.0,-12.0,,,,,,,,,,,,,,,,,
0,0.0921330451965332,1031,1,0.0,0.0,0.0,5.0,31.0,367.0,0.0,0.0,1.0,0.0,115.0,1.0,,,,,,,,,
0,0.09315109252929688,1277,1,1.0,72.0,1.0,591.0,48.0,1.0,27.0,148.0,2.0,,,,,,,,,,,,
0,0.09315204620361328,117,1991,-43.0,1960.0,,,,,,,,,,,,,,,,,,,
0,0.09505796432495117,1760,0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
0,0.09695696830749512,263,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
0,0.09798002243041992,186,105,8251.0,0.0,1.0,0.0,0.0,323.0,0.0,,,,,,,,,,,,,,
0,0.09799504280090332,1307,1,2.0,49.0,1.0,0.0,0.0,110985.0,3.0,0.0,3.0,3.0,-1.0,1.0,3.0,0.0,,,,,,,
0,0.09799599647521973,661,1,1.0,,,,,,,,,,,,,,,,,,,,
0,0.09899210929870605,737,0,1.0,,,,,,,,,,,,,,,,,,,,
0,0.09899306297302246,14,74,1.0,15039.0,,,,,,,,,,,,,,,,,,,
0,0.09899401664733887,852,32765,0.0,116.0,15.0,,,,,,,,,,,,,,,,,,
0,0.09899497032165527,293,0,0.0,253.0,235.0,1.0,30.0,1.0,,,,,,,,,,,,,,,
0,0.10003399848937988,1505,511,2.0,3.0,1.0,0.0,32768.0,,,,,,,,,,,,,,,,
0,0.10003495216369629,208,6,609.0,1.0,0.0,246.0,0.0,0.0,,,,,,,,,,,,,,,
0,0.1000359058380127,51,0,-10.0,0.0,3.0,6.0,0.0,125.0,,,,,,,,,,,,,,,
0,0.1000370979309082,354,0,32768.0,501.0,500.0,0.0,1.0,-2.0,,,,,,,,,,,,,,,
0,0.10105490684509277,167,1,0.0,0.0,0.0,500.0,0.0,590.0,604.0,0.0,,,,,,,,,,,,,
0,0.10105609893798828,813,0,0.0,0.0,0.0,0.0,76.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
0,0.10105705261230469,58,952,,,,,,,,,,,,,,,,,,,,,
0,0.10290908813476562,1533,-1,3.0,,,,,,,,,,,,,,,,,,,,
0,0.10509896278381348,403,0,110.0,1.0,,,,,,,,,,,,,,,,,,,
0,0.10611605644226074,526,2048,0.0,509.0,511.0,,,,,,,,,,,,,,,,,,
0,0.10611701011657715,1314,284,-41.0,11.0,315.0,,,,,,,,,,,,,,,,,,
0,0.10611796379089355,870,511,0.0,0.0,0.0,4.0,1.0,,,,,,,,,,,,,,,,
0,0.10611891746520996,1408,116,11.0,32768.0,,,,,,,,,,,,,,,,,,,
0,0.10713601112365723,1076,8789,47.0,47.0,48.0,48.0,,,,,,,,,,,,,,,,,
0,0.10713696479797363,1760,0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
0,0.10713791847229004,1176,4095,4095.0,252.0,0.0,0.0,,,,,,,,,,,,,,,,,
0,0.10713911056518555,560,-41,284.0,90.0,11.0,,,,,,,,,,,,,,,,,,
0,0.10814309120178223,339,0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,,
0,0.10814404487609863,852,32765,0.0,116.0,15.0,,,,,,,,,,,,,,,,,,
0,0.10918092727661133,14,74,1.0,15048.0,,,,,,,,,,,,,,,,,,,
0,0.10918307304382324,1505,511,2.0,3.0,1.0,0.0,32768.0,,,,,,,,,,,,,,,,
0,0.10918402671813965,1694,2,126.0,127.0,0.0,168.0,1.0,,,,,,,,,,,,,,,,
0,0.10918498039245605,293,0,0.0,253.0,235.0,1.0,29.0,2.0,,,,,,,,,,,,,,,
0,0.11017894744873047,1634,609,1.0,,,,,,,,,,,,,,,,,,,,
0,0.11017990112304688,651,0,0.0,,,,,,,,,,,,,,,,,,,,
0,0.1101839542388916,412,3,1.0,10.0,32878.0,626.0,,,,,,,,,,,,,,,,,
0,0.11018490791320801,208,7,609.0,1.0,0.0,245.0,0.0,0.0,,,,,,,,,,,,,,,
0,0.11115097999572754,51,0,-11.0,0.0,3.0,7.0,0.0,125.0,,,,,,,,,,,,,,,
0,0.11115193367004395,628,0,0.0,15.0,0.0,3.0,1.0,-5.0,1.0,0.0,0.0,4.0,31.0,2.0,0.0,1.0,348.0,,,,,,
0,0.11115288734436035,192,1,0.0,0.0,,,,,,,,,,,,,,,,,,,
0,0.11115407943725586,167,1,0.0,0.0,0.0,500.0,0.0,589.0,604.0,0.0,,,,,,,,,,,,,
0,0.11215090751647949,61,0,85.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
0,0.112152099609375,1262,0,0.0,0.0,40.0,0.0,523.0,437.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
0,0.11322188377380371,961,1,0.0,239.0,186.0,216.0,,,,,,,,,,,,,,,,,
0,0.11322307586669922,253,1,1.0,,,,,,,,,,,,,,,,,,,,
0,0.11421895027160645,60,1,49.0,,,,,,,,,,,,,,,,,,,,
0,0.11422109603881836,519,1,1.0,1.0,1.0,1.0,148.0,-6.0,0.0,1.0,1.0,26.0,,,,,,,,,,,
0,0.11422204971313477,1225,101,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,,,,,,,,,,,,,
0,0.11524391174316406,470,0,0.0,7.0,2.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,,,,,,,,
0,0.11524605751037598,420,11,147.0,3.0,,,,,,,,,,,,,,,,,,,
0,0.11524701118469238,37,180,41.0,21.0,14.0,,,,,,,,,,,,,,,,,,
