Label,Time,ID,Signal1_of_ID,Signal2_of_ID,Signal3_of_ID,Signal4_of_ID
0,63007002.75,id8,0.315299821,,,
0,63007007.03,id1,0.368768216,0.5,,
0,63007012.58,id3,1,0.921587551,,
0,63007014.07,id5,0.1805737,0.999047005,,
0,63007015.28,id7,0.156284898,0.75,,
0,63007017.75,id8,0.316153344,,,
0,63007022.03,id1,0.36963909,0.75,,
0,63007023.83,id6,1,0.222222222,,
0,63007025.41,id10,0.371520862,0.333333333,0.998785171,0.267569585
0,63007025.85,id9,0.369114599,,,
0,63007027.42,id4,0.12016,,,
0,63007027.58,id3,0,0.921587551,,
0,63007029.07,id5,0.181554038,0.998725069,,
0,63007030.28,id7,0.15655861,1,,
0,63007030.96,id2,0.078412449,0.374878572,0.311014499,
0,63007032.75,id8,0.317177571,,,
0,63007037.03,id1,0.370560013,1,,
0,63007042.58,id3,0.2,0.918571687,,
0,63007044.07,id5,0.182509307,0.998725069,,
0,63007045.28,id7,0.15969669,0,,
0,63007047.75,id8,0.318201798,,,
0,63007052.03,id1,0.371370744,0,,
0,63007053.83,id6,1,0.333333333,,
0,63007055.85,id9,0.371631626,,,
0,63007057.58,id3,0.4,0.918571687,,
0,63007059.07,id5,0.183634529,0.998725069,,
0,63007060.28,id7,0.159879385,0.25,,
0,63007060.96,id2,0.081428313,0.376412044,0.312703865,
0,63007062.75,id8,0.318884617,,,
0,63007067.03,id1,0.372081448,0.25,,
0,63007070.41,id10,0.374047497,0.444444444,0.998374897,0.270687064
0,63007072.42,id4,0.12328,,,
0,63007072.58,id3,0.6,0.915495506,,
0,63007074.07,id5,0.185195737,0.998403133,,
0,63007075.28,id7,0.162892726,0.5,,
0,63007077.75,id8,0.319226026,,,
0,63007082.03,id1,0.37273208,0.5,,
0,63007083.83,id6,1,0.444444444,,
0,63007085.85,id9,0.373852532,,,
0,63007087.58,id3,0.8,0.915495506,,
0,63007089.07,id5,0.186876312,0.998403133,,
0,63007090.28,id7,0.163029916,0.75,,
0,63007090.96,id2,0.084504494,0.377683209,0.31354861,
0,63007092.75,id8,0.319738139,,,
0,63007097.03,id1,0.373342687,0.75,,
0,63007102.58,id3,1,0.912359008,,
0,63007104.07,id5,0.188928636,0.998403133,,
0,63007105.28,id7,0.166146738,1,,
0,63007107.75,id8,0.320250253,,,
0,63007112.03,id1,0.373893222,1,,
0,63007113.83,id6,1,0.555555556,,
0,63007115.41,id10,0.378605989,0.666666667,0.99796468,0.275190746
0,63007115.85,id9,0.376073438,,,
0,63007117.42,id4,0.12936,,,
0,63007117.58,id3,0,0.912359008,,
0,63007119.07,id5,0.191026969,0.998081198,,
0,63007120.28,id7,0.166284101,0,,
0,63007120.96,id2,0.087640992,0.378712157,0.31456236,
0,63007122.75,id8,0.320762366,,,
0,63007127.03,id1,0.374363636,0,,
0,63007132.58,id3,0.2,0.909282828,,
0,63007134.07,id5,0.193045136,0.998081198,,
0,63007135.28,id7,0.169344133,0.25,,
0,63007137.75,id8,0.32127448,,,
0,63007142.03,id1,0.374764025,0.25,,
0,63007143.83,id6,1,0.666666667,,
0,63007145.85,id9,0.37666568,,,
0,63007147.58,id3,0.4,0.909282828,,
0,63007149.07,id5,0.195040531,0.998081198,,
0,63007150.28,id7,0.169481665,0.5,,
0,63007150.96,id2,0.090717172,0.379418309,0.315576168,
0,63007152.75,id8,0.321786594,,,
0,63007157.03,id1,0.375064317,0.5,,
0,63007160.41,id10,0.379200492,0.777777778,0.997554519,0.276173524
0,63007162.42,id4,0.13664,,,
0,63007162.58,id3,0.6,0.906206647,,
0,63007164.07,id5,0.19692112,0.997759262,,
0,63007165.28,id7,0.172542203,0.75,,
0,63007167.75,id8,0.322298707,,,
0,63007172.03,id1,0.375424681,0.75,,
0,63007173.83,id6,1,0.777777778,,
0,63007175.85,id9,0.378146284,,,
0,63007177.58,id3,0.8,0.906206647,,
0,63007179.07,id5,0.198719263,0.997759262,,
0,63007180.28,id7,0.172679904,1,,
0,63007180.96,id2,0.093793353,0.380063977,0.316590037,
0,63007182.75,id8,0.322810821,,,
0,63007187.03,id1,0.375704995,1,,
0,63007192.58,id3,1,0.903251101,,
0,63007194.07,id5,0.201850414,0.997759262,,
0,63007195.28,id7,0.175626309,0,,
0,63007197.75,id8,0.323322935,,,
0,63007202.03,id1,0.375915214,0,,
0,63007203.83,id6,1,0.888888889,,
0,63007205.41,id10,0.380983999,1,0.997144416,0.277933272
0,63007205.85,id9,0.378442405,,,
0,63007207.42,id4,0.14488,,,
0,63007207.58,id3,0,0.903251101,,
0,63007209.07,id5,0.204885437,0.997437326,,
0,63007210.28,id7,0.175764172,0.25,,
0,63007210.96,id2,0.096748899,0.3803464,0.317603965,
0,63007212.75,id8,0.323835048,,,
0,63007217.03,id1,0.375985239,0.25,,
0,63007222.58,id3,0.2,0.900355872,,
0,63007224.07,id5,0.207913635,0.997437326,,
0,63007225.28,id7,0.178653737,0.5,,
0,63007227.75,id8,0.324347162,,,
0,63007232.03,id1,0.376025264,0.5,,
0,63007233.83,id6,1,1,,
0,63007235.85,id9,0.378590465,,,
0,63007237.58,id3,0.4,0.900355872,,
0,63007239.07,id5,0.210932727,0.997437326,,
0,63007240.28,id7,0.178791759,0.75,,
0,63007240.96,id2,0.099644128,0.380386735,0.318617953,
0,63007242.75,id8,0.324859275,,,
0,63007247.03,id1,0.376025264,0.75,,
0,63007250.41,id10,0.381132624,0,0.99673437,0.278072344
0,63007252.42,id4,0.15616,,,
0,63007252.58,id3,0.6,0.897400326,,
0,63007254.07,id5,0.213885303,0.997115391,,
0,63007255.28,id7,0.181785197,1,,
0,63007257.75,id8,0.325542094,,,
0,63007262.03,id1,0.37601524,1,,
0,63007263.83,id6,1,0,,
0,63007265.85,id9,0.378886586,,,
0,63007267.58,id3,0.8,0.897400326,,
0,63007269.07,id5,0.216064782,0.997115391,,
0,63007270.28,id7,0.181969443,0,,
0,63007270.96,id2,0.102599674,0.380356501,0.31997003,
0,63007272.75,id8,0.326224912,,,
0,63007277.03,id1,0.375995263,0,,
0,63007282.58,id3,1,0.894505097,,
0,63007284.07,id5,0.21781282,0.997115391,,
0,63007285.28,id7,0.184906186,0.25,,
0,63007287.75,id8,0.32690773,,,
0,63007292.03,id1,0.376055336,0.25,,
0,63007293.83,id6,1,0.111111111,,
0,63007295.41,id10,0.380835373,0.222222222,0.996324381,0.277862249
0,63007295.85,id9,0.378294344,,,
0,63007297.42,id4,0.16472,,,
0,63007297.58,id3,0,0.894505097,,
0,63007299.07,id5,0.218980454,0.996793455,,
0,63007300.28,id7,0.185090644,0.5,,
0,63007300.96,id2,0.105494903,0.380467478,0.321322213,
0,63007302.75,id8,0.327590548,,,
0,63007307.03,id1,0.376105384,0.5,,
0,63007312.58,id3,0.2,0.89179082,,
0,63007314.07,id5,0.220143527,0.996793455,,
0,63007315.28,id7,0.187855966,0.75,,
0,63007317.75,id8,0.328273366,,,
0,63007322.03,id1,0.376135385,0.75,,
0,63007323.83,id6,1,0.222222222,,
0,63007325.85,id9,0.37666568,,,
0,63007327.58,id3,0.4,0.89179082,,
0,63007329.07,id5,0.221308881,0.996793455,,
0,63007330.28,id7,0.188132952,1,,
0,63007330.96,id2,0.10820918,0.380538047,0.323012591,
0,63007332.75,id8,0.329297593,,,
0,63007337.03,id1,0.37617541,1,,
0,63007340.41,id10,0.379300216,0.333333333,0.995914449,0.276550076
0,63007342.42,id4,0.16904,,,
0,63007342.58,id3,0.6,0.889257494,,
0,63007344.07,id5,0.222226412,0.996471519,,
0,63007345.28,id7,0.190773089,0,,
0,63007347.75,id8,0.330151116,,,
0,63007352.03,id1,0.37625553,0,,
0,63007353.83,id6,1,0.333333333,,
0,63007355.85,id9,0.373852532,,,
0,63007357.58,id3,0.8,0.889257494,,
0,63007359.07,id5,0.223338931,0.996471519,,
0,63007360.28,id7,0.190911721,0.25,,
0,63007360.96,id2,0.110742506,0.380709633,0.324365013,
0,63007362.75,id8,0.33066323,,,
0,63007367.03,id1,0.376345674,0.25,,
0,63007372.58,id3,1,0.886784486,,
0,63007374.07,id5,0.224515671,0.996471519,,
0,63007375.28,id7,0.193402577,0.5,,
0,63007377.75,id8,0.331175343,,,
0,63007382.03,id1,0.376435747,0.5,,
0,63007383.83,id6,1,0.444444444,,
0,63007385.41,id10,0.37409832,0.555555556,0.995504574,0.27227642
0,63007385.85,id9,0.371483565,,,
0,63007387.42,id4,0.17296,,,
0,63007387.58,id3,0,0.886784486,,
0,63007389.07,id5,0.22569013,0.996149583,,
0,63007390.28,id7,0.193633857,0.75,,
0,63007390.96,id2,0.113215514,0.380881075,0.325717541,
0,63007392.75,id8,0.332028866,,,
0,63007397.03,id1,0.376515797,0.75,,
0,63007402.58,id3,0.2,0.884371796,,
0,63007404.07,id5,0.226788967,0.996149583,,
0,63007405.28,id7,0.19606783,1,,
0,63007407.75,id8,0.33254098,,,
0,63007412.03,id1,0.376545798,1,,
0,63007413.83,id6,1,0.555555556,,
0,63007415.85,id9,0.370002961,,,
0,63007417.58,id3,0.4,0.884371796,,
0,63007419.07,id5,0.227821287,0.996149583,,
0,63007420.28,id7,0.19616043,0,,
0,63007420.96,id2,0.115628204,0.380931441,0.326562925,
0,63007422.75,id8,0.332882389,,,
0,63007427.03,id1,0.376565775,0,,
0,63007430.41,id10,0.372612064,0.666666667,0.995094755,0.271030727
0,63007432.42,id4,0.17704,,,
0,63007432.58,id3,0.6,0.881959105,,
0,63007434.07,id5,0.22897071,0.995827648,,
0,63007435.28,id7,0.198455724,0.25,,
0,63007437.75,id8,0.332882389,,,
0,63007442.03,id1,0.376535774,0.25,,
0,63007443.83,id6,1,0.666666667,,
0,63007445.85,id9,0.368966538,,,
0,63007447.58,id3,0.8,0.881959105,,
0,63007449.07,id5,0.230117853,0.995827648,,
0,63007450.28,id7,0.198409379,0.5,,
0,63007450.96,id2,0.118040895,0.380860872,0.326393845,
0,63007452.75,id8,0.332711684,,,
0,63007457.03,id1,0.376495749,0.5,,
0,63007462.58,id3,1,0.879727366,,
0,63007464.07,id5,0.231382082,0.995827648,,
0,63007465.28,id7,0.2004861,0.75,,
0,63007467.75,id8,0.33254098,,,
0,63007472.03,id1,0.376405676,0.75,,
0,63007473.83,id6,1,0.777777778,,
0,63007475.41,id10,0.37276069,0.888888889,0.994684994,0.271060928
0,63007475.85,id9,0.370151022,,,
0,63007477.42,id4,0.18152,,,
0,63007477.58,id3,0,0.879727366,,
0,63007479.07,id5,0.232648575,0.995505712,,
0,63007480.28,id7,0.200439715,1,,
0,63007480.96,id2,0.120272634,0.380689359,0.32605569,
0,63007482.75,id8,0.332370275,,,
0,63007487.03,id1,0.376325556,1,,
0,63007492.58,id3,0.2,0.877978165,,
0,63007494.07,id5,0.234371561,0.995505712,,
0,63007495.28,id7,0.202057289,0,,
0,63007497.75,id8,0.332199571,,,
0,63007502.03,id1,0.376275507,0,,
0,63007503.83,id6,1,0.888888889,,
0,63007505.85,id9,0.372223867,,,
0,63007507.58,id3,0.4,0.877978165,,
0,63007509.07,id5,0.23628952,0.995505712,,
0,63007510.28,id7,0.202010872,0.25,,
0,63007510.96,id2,0.122021835,0.380598515,0.325717541,
0,63007512.75,id8,0.332028866,,,
0,63007517.03,id1,0.376235412,0.25,,
0,63007520.41,id10,0.374841448,1,0.99427529,0.272772176
0,63007522.42,id4,0.18768,,,
0,63007522.58,id3,0.6,0.876289282,,
0,63007524.07,id5,0.238085847,0.995183776,,
0,63007525.28,id7,0.203570975,0.5,,
0,63007527.75,id8,0.331858162,,,
0,63007532.03,id1,0.376225388,0.5,,
0,63007533.83,id6,1,1,,
0,63007535.85,id9,0.375185076,,,
0,63007537.58,id3,0.8,0.876289282,,
0,63007539.07,id5,0.239700869,0.995183776,,
0,63007540.28,id7,0.203524527,0.75,,
0,63007540.96,id2,0.123710718,0.38062882,0.325379399,
0,63007542.75,id8,0.331687457,,,
0,63007547.03,id1,0.376265483,0.75,,
0,63007552.58,id3,1,0.874901984,,
0,63007554.07,id5,0.24126304,0.995183776,,
0,63007555.28,id7,0.204797669,1,,
0,63007557.75,id8,0.331516753,,,
0,63007562.03,id1,0.376355627,1,,
0,63007563.83,id6,1,0,,
0,63007565.41,id10,0.380340595,0.111111111,0.993865643,0.277532758
0,63007565.85,id9,0.377702102,,,
0,63007567.42,id4,0.19384,,,
0,63007567.58,id3,0,0.874901984,,
0,63007569.07,id5,0.242770081,0.99488757,,
0,63007570.28,id7,0.204983563,0,,
0,63007570.96,id2,0.125098016,0.380850842,0.325886614,
0,63007572.75,id8,0.332199571,,,
0,63007577.03,id1,0.376485796,0,,
0,63007582.58,id3,0.2,0.873213101,,
0,63007584.07,id5,0.244224256,0.99488757,,
0,63007585.28,id7,0.206776163,0.25,,
0,63007587.75,id8,0.332882389,,,
0,63007592.03,id1,0.376665943,0.25,,
0,63007593.83,id6,1,0.111111111,,
0,63007595.85,id9,0.381699733,,,
0,63007597.58,id3,0.4,0.873213101,,
0,63007599.07,id5,0.245632405,0.99488757,,
0,63007600.28,id7,0.206962181,0.5,,
0,63007600.96,id2,0.126786899,0.381294596,0.327239262,
0,63007602.75,id8,0.333565207,,,
0,63007607.03,id1,0.376926139,0.5,,
0,63007610.41,id10,0.384353487,0.222222222,0.993488786,0.281269835
0,63007612.42,id4,0.19912,,,
0,63007612.58,id3,0.6,0.871765486,,
0,63007614.07,id5,0.247056502,0.994591364,,
0,63007615.28,id7,0.208432526,0.75,,
0,63007617.75,id8,0.333906616,,,
0,63007622.03,id1,0.377256431,0.75,,
0,63007623.83,id6,1,0.222222222,,
0,63007625.85,id9,0.385549304,,,
0,63007627.58,id3,0.8,0.871765486,,
0,63007629.07,id5,0.248544834,0.994591364,,
0,63007630.28,id7,0.208479057,1,,
0,63007630.96,id2,0.128234514,0.381960289,0.327746532,
0,63007632.75,id8,0.334077321,,,
0,63007637.03,id1,0.377586724,1,,
0,63007642.58,id3,1,0.870378189,,
0,63007644.07,id5,0.250097418,0.994591364,,
0,63007645.28,id7,0.209799028,0,,
0,63007647.75,id8,0.334077321,,,
0,63007652.03,id1,0.377917087,0,,
0,63007653.83,id6,1,0.333333333,,
0,63007655.41,id10,0.391487515,0.444444444,0.993111977,0.287778041
0,63007655.85,id9,0.388806633,,,
0,63007657.42,id4,0.2044,,,
0,63007657.58,id3,0,0.870378189,,
0,63007659.07,id5,0.251668213,0.994359587,,
0,63007660.28,id7,0.209659359,0.25,,
0,63007660.96,id2,0.129621811,0.382706776,0.327239262,
0,63007662.75,id8,0.333565207,,,
0,63007667.03,id1,0.3783275,0.25,,
0,63007672.58,id3,0.2,0.868990892,,
0,63007674.07,id5,0.252298224,0.994359587,,
0,63007675.28,id7,0.210792927,0.5,,
0,63007677.75,id8,0.332882389,,,
0,63007682.03,id1,0.378837939,0.5,,
0,63007683.83,id6,1,0.444444444,,
0,63007685.85,id9,0.391767841,,,
0,63007687.58,id3,0.4,0.868990892,,
0,63007689.07,id5,0.252625281,0.994359587,,
0,63007690.28,id7,0.210653182,0.75,,
0,63007690.96,id2,0.131009108,0.383816231,0.32605569,
0,63007692.75,id8,0.332370275,,,
0,63007697.03,id1,0.379428499,0.75,,
0,63007700.41,id10,0.394460027,0.555555556,0.992817163,0.291094992
0,63007702.42,id4,0.20712,,,
0,63007702.58,id3,0.6,0.867603595,,
0,63007704.07,id5,0.252587414,0.994089163,,
0,63007705.28,id7,0.211833078,1,,
0,63007707.75,id8,0.331858162,,,
0,63007712.03,id1,0.380109131,1,,
0,63007713.83,id6,1,0.555555556,,
0,63007715.85,id9,0.393692627,,,
0,63007717.58,id3,0.8,0.867603595,,
0,63007719.07,id5,0.252437022,0.994089163,,
0,63007720.28,id7,0.211693256,0,,
0,63007720.96,id2,0.132396405,0.385258532,0.325041264,
0,63007722.75,id8,0.331346048,,,
0,63007727.03,id1,0.38085986,0,,
0,63007732.58,id3,1,0.866276615,,
0,63007734.07,id5,0.252215552,0.994089163,,
0,63007735.28,id7,0.212862186,0.25,,
0,63007737.75,id8,0.331004639,,,
0,63007742.03,id1,0.381580518,0.25,,
0,63007743.83,id6,1,0.666666667,,
0,63007745.41,id10,0.398027042,0.777777778,0.992473229,0.295108933
0,63007745.85,id9,0.395321291,,,
0,63007747.42,id4,0.206,,,
0,63007747.58,id3,0,0.866276615,,
0,63007749.07,id5,0.251741699,0.993818739,,
0,63007750.28,id7,0.212768923,0.5,,
0,63007750.96,id2,0.133723385,0.386730997,0.324365013,
0,63007752.75,id8,0.33066323,,,
0,63007757.03,id1,0.382321223,0.5,,
0,63007762.58,id3,0.2,0.864889318,,
0,63007764.07,id5,0.250992691,0.993818739,,
0,63007765.28,id7,0.214041729,0.75,,
0,63007767.75,id8,0.330492525,,,
0,63007772.03,id1,0.382981879,0.75,,
0,63007773.83,id6,1,0.777777778,,
0,63007775.85,id9,0.397838318,,,
0,63007777.58,id3,0.4,0.864889318,,
0,63007779.07,id5,0.250099265,0.993818739,,
0,63007780.28,id7,0.213901759,1,,
0,63007780.96,id2,0.135110682,0.387991666,0.323688789,
0,63007782.75,id8,0.329980412,,,
0,63007787.03,id1,0.383572438,1,,
0,63007790.41,id10,0.400553677,0.888888889,0.992129335,0.298081262
0,63007792.42,id4,0.2028,,,
0,63007792.58,id3,0.6,0.863502021,,
0,63007794.07,id5,0.249272355,0.993548315,,
0,63007795.28,id7,0.215081073,0,,
0,63007797.75,id8,0.329468298,,,
0,63007802.03,id1,0.384173022,0,,
0,63007803.83,id6,1,0.888888889,,
0,63007805.85,id9,0.399022801,,,
0,63007807.58,id3,0.8,0.863502021,,
0,63007809.07,id5,0.248445445,0.993548315,,
0,63007810.28,id7,0.215034391,0.25,,
0,63007810.96,id2,0.136497979,0.389201862,0.323012591,
0,63007812.75,id8,0.329297593,,,
0,63007817.03,id1,0.384773605,0.25,,
0,63007822.58,id3,1,0.862114723,,
0,63007824.07,id5,0.247673665,0.993548315,,
0,63007825.28,id7,0.216400359,0.5,,
0,63007827.75,id8,0.329468298,,,
0,63007832.03,id1,0.385334163,0.5,,
0,63007833.83,id6,1,1,,
0,63007835.41,id10,0.403377563,0,0.991785481,0.301222895
