Label,Time,ID,Signal1,Signal2,Signal3,Signal4
0,63025106.36,id5,0.233637697,0.999368941,,
0,63025109.87,id8,0.219355334,,,
0,63025113.83,id6,1,0.555555556,,
0,63025115.41,id10,0.323458202,0.666666667,0.999195502,0.229815763
0,63025115.5,id1,0.374743836,1,,
0,63025115.85,id9,0.32232751,,,
0,63025117.42,id4,0.1848,,,
0,63025118.1,id3,0,1,,
0,63025120.72,id7,0.056774774,0,,
0,63025120.96,id2,0,0.379145767,0.214482422,
0,63025121.36,id5,0.234419915,0.999368941,,
0,63025124.87,id8,0.21918463,,,
0,63025130.5,id1,0.374793885,0,,
0,63025133.1,id3,0.2,1,,
0,63025135.72,id7,0.056730591,0.25,,
0,63025136.36,id5,0.235337446,0.999368941,,
0,63025139.87,id8,0.219013925,,,
0,63025143.83,id6,1,0.666666667,,
0,63025145.5,id1,0.374874005,0.25,,
0,63025145.85,id9,0.321143026,,,
0,63025148.1,id3,0.4,1,,
0,63025150.72,id7,0.056686409,0.5,,
0,63025150.96,id2,0,0.379347595,0.214146469,
0,63025151.36,id5,0.236264082,0.999368941,,
0,63025154.87,id8,0.218843221,,,
0,63025160.41,id10,0.322269197,0.777777778,0.999195502,0.228925411
0,63025160.5,id1,0.37499415,0.5,,
0,63025162.42,id4,0.188,,,
0,63025163.1,id3,0.6,1,,
0,63025165.72,id7,0.056642226,0.75,,
0,63025166.36,id5,0.237137869,0.999368941,,
0,63025169.87,id8,0.218672516,,,
0,63025173.83,id6,1,0.777777778,,
0,63025175.5,id1,0.375164343,0.75,,
0,63025175.85,id9,0.319662422,,,
0,63025178.1,id3,0.8,1,,
0,63025180.72,id7,0.056598043,1,,
0,63025180.96,id2,0,0.379771308,0.213810523,
0,63025181.36,id5,0.238158338,0.999368941,,
0,63025184.87,id8,0.218501812,,,
0,63025190.5,id1,0.375414586,1,,
0,63025193.1,id3,1,1,,
0,63025195.72,id7,0.056553861,0,,
0,63025196.36,id5,0.239270375,0.999368941,,
0,63025199.87,id8,0.218331107,,,
0,63025203.83,id6,1,0.888888889,,
0,63025205.41,id10,0.317810429,1,0.999195502,0.225519584
0,63025205.5,id1,0.375784974,0,,
0,63025205.85,id9,0.316701214,,,
0,63025207.42,id4,0.19152,,,
0,63025208.1,id3,0,1,,
0,63025210.72,id7,0.056509678,0.25,,
0,63025210.96,id2,0,0.380537976,0.213474584,
0,63025211.36,id5,0.240451194,0.999368941,,
0,63025214.87,id8,0.218160403,,,
0,63025220.5,id1,0.376175339,0.25,,
0,63025223.1,id3,0.2,1,,
0,63025225.72,id7,0.056465495,0.5,,
0,63025226.36,id5,0.241678037,0.999368941,,
0,63025229.87,id8,0.217989698,,,
0,63025233.83,id6,1,1,,
0,63025235.5,id1,0.376485655,0.5,,
0,63025235.85,id9,0.314036127,,,
0,63025238.1,id3,0.4,1,,
0,63025240.72,id7,0.056421313,0.75,,
0,63025240.96,id2,0,0.381062476,0.213138651,
0,63025241.36,id5,0.243010565,0.999368941,,
0,63025244.87,id8,0.217818993,,,
0,63025250.41,id10,0.315135168,0,0.999195502,0.22367384
0,63025250.5,id1,0.376695802,0.75,,
0,63025252.42,id4,0.19592,,,
0,63025253.1,id3,0.6,1,,
0,63025255.72,id7,0.05637713,1,,
0,63025256.36,id5,0.244322601,0.999368941,,
0,63025259.87,id8,0.217648289,,,
0,63025263.83,id6,1,0,,
0,63025265.5,id1,0.376815877,1,,
0,63025265.85,id9,0.313591946,,,
0,63025268.1,id3,0.8,1,,
0,63025270.72,id7,0.056332947,0,,
0,63025270.96,id2,0,0.381304485,0.212802725,
0,63025271.36,id5,0.245698874,0.999368941,,
0,63025274.87,id8,0.217477584,,,
0,63025280.5,id1,0.376935951,0,,
0,63025283.1,id3,1,1,,
0,63025285.72,id7,0.056288764,0.25,,
0,63025286.36,id5,0.247522534,0.999368941,,
0,63025289.87,id8,0.21730688,,,
0,63025293.83,id6,1,0.111111111,,
0,63025295.41,id10,0.312508808,0.222222222,0.999195502,0.221699518
0,63025295.5,id1,0.377046072,0.25,,
0,63025295.85,id9,0.3115191,,,
0,63025297.42,id4,0.20144,,,
0,63025298.1,id3,0,1,,
0,63025300.72,id7,0.056244582,0.5,,
0,63025300.96,id2,0,0.381536532,0.212466806,
0,63025301.36,id5,0.24909153,0.999368941,,
0,63025304.87,id8,0.217136175,,,
0,63025310.5,id1,0.377166217,0.5,,
0,63025313.1,id3,0.2,1,,
0,63025315.72,id7,0.056200399,0.75,,
0,63025316.36,id5,0.250669632,0.999368941,,
0,63025319.87,id8,0.216965471,,,
0,63025323.83,id6,1,0.222222222,,
0,63025325.5,id1,0.377326387,0.75,,
0,63025325.85,id9,0.310038496,,,
0,63025328.1,id3,0.4,1,,
0,63025330.72,id7,0.056156216,1,,
0,63025330.96,id2,0,0.381829115,0.212130893,
0,63025331.36,id5,0.252240909,0.999368941,,
0,63025334.87,id8,0.216794766,,,
0,63025340.41,id10,0.311022552,0.333333333,0.999195502,0.220630808
0,63025340.5,id1,0.377456555,1,,
0,63025342.42,id4,0.2072,,,
0,63025343.1,id3,0.6,1,,
0,63025345.72,id7,0.056112034,0,,
0,63025346.36,id5,0.253672328,0.999368941,,
0,63025349.87,id8,0.216624062,,,
0,63025353.83,id6,1,0.333333333,,
0,63025355.5,id1,0.377536675,0,,
0,63025355.85,id9,0.308705952,,,
0,63025358.1,id3,0.8,1,,
0,63025360.72,id7,0.056067851,0.25,,
0,63025360.96,id2,0,0.381950259,0.211794987,
0,63025361.36,id5,0.255158878,0.999368941,,
0,63025364.87,id8,0.216453357,,,
0,63025370.5,id1,0.377576771,0.25,,
0,63025373.1,id3,1,1,,
0,63025375.72,id7,0.056023668,0.5,,
0,63025376.36,id5,0.257028547,0.999368941,,
0,63025379.87,id8,0.216282653,,,
0,63025383.83,id6,1,0.444444444,,
0,63025385.41,id10,0.308198666,0.555555556,0.999195502,0.21831487
0,63025385.5,id1,0.377606772,0.5,,
0,63025385.85,id9,0.307225348,,,
0,63025387.42,id4,0.21312,,,
0,63025388.1,id3,0,1,,
0,63025390.72,id7,0.055979486,0.75,,
0,63025390.96,id2,0,0.382020825,0.211459087,
0,63025391.36,id5,0.25883626,0.999368941,,
0,63025394.87,id8,0.216111948,,,
0,63025400.5,id1,0.377646796,0.75,,
0,63025403.1,id3,0.2,1,,
0,63025405.72,id7,0.055935303,1,,
0,63025406.36,id5,0.260634869,0.999368941,,
0,63025409.87,id8,0.215941243,,,
0,63025413.83,id6,1,0.555555556,,
0,63025415.5,id1,0.377646796,1,,
0,63025415.85,id9,0.305744744,,,
0,63025418.1,id3,0.4,1,,
0,63025420.72,id7,0.05589112,0,,
0,63025420.96,id2,0,0.381960289,0.211123194,
0,63025421.36,id5,0.26241981,0.999368941,,
0,63025424.87,id8,0.215770539,,,
0,63025430.41,id10,0.30671241,0.666666667,0.999195502,0.217051038
0,63025430.5,id1,0.377586724,0,,
0,63025432.42,id4,0.21984,,,
0,63025433.1,id3,0.6,1,,
0,63025435.72,id7,0.055846937,0.25,,
0,63025436.36,id5,0.264124586,0.999368941,,
0,63025439.87,id8,0.215599834,,,
0,63025443.83,id6,1,0.666666667,,
0,63025445.5,id1,0.377456626,0.25,,
0,63025445.85,id9,0.304116079,,,
0,63025448.1,id3,0.8,1,,
0,63025450.72,id7,0.055802755,0.5,,
0,63025450.96,id2,0,0.381637546,0.210787308,
0,63025451.36,id5,0.265301807,0.999368941,,
0,63025454.87,id8,0.21542913,,,
0,63025460.5,id1,0.377266455,0.5,,
0,63025463.1,id3,1,1,,
0,63025465.72,id7,0.055758572,0.75,,
0,63025466.36,id5,0.265887238,0.999368941,,
0,63025469.87,id8,0.215258425,,,
0,63025473.83,id6,1,0.777777778,,
0,63025475.41,id10,0.304483026,0.888888889,0.999195502,0.214910354
0,63025475.5,id1,0.377016212,0.75,,
0,63025475.85,id9,0.303523838,,,
0,63025477.42,id4,0.22432,,,
0,63025478.1,id3,0,1,,
0,63025480.72,id7,0.055714389,1,,
0,63025480.96,id2,0,0.38108275,0.210451428,
0,63025481.36,id5,0.266332811,0.999368941,,
0,63025484.87,id8,0.215087721,,,
0,63025490.5,id1,0.376715921,1,,
0,63025493.1,id3,0.2,1,,
0,63025495.72,id7,0.055670207,0,,
0,63025496.36,id5,0.266769278,0.999368941,,
0,63025499.87,id8,0.214917016,,,
0,63025503.83,id6,1,0.888888889,,
0,63025505.5,id1,0.376375604,0,,
0,63025505.85,id9,0.304116079,,,
0,63025508.1,id3,0.4,1,,
0,63025510.72,id7,0.055626024,0.25,,
0,63025510.96,id2,0,0.380427071,0.210115555,
0,63025511.36,id5,0.267084099,0.999368941,,
0,63025514.87,id8,0.214746312,,,
0,63025520.41,id10,0.305077529,1,0.999195502,0.214981282
0,63025520.5,id1,0.376065289,0.25,,
0,63025522.42,id4,0.22608,,,
0,63025523.1,id3,0.6,1,,
0,63025525.72,id7,0.055581841,0.5,,
0,63025526.36,id5,0.266960669,0.999368941,,
0,63025529.87,id8,0.214575607,,,
0,63025533.83,id6,1,1,,
0,63025535.5,id1,0.375805093,0.5,,
0,63025535.85,id9,0.304856381,,,
0,63025538.1,id3,0.8,1,,
0,63025540.72,id7,0.055537658,0.75,,
0,63025540.96,id2,0,0.379872327,0.209779689,
0,63025541.36,id5,0.266316511,0.999368941,,
0,63025544.87,id8,0.214575607,,,
0,63025550.5,id1,0.375514825,0.75,,
0,63025553.1,id3,1,1,,
0,63025555.72,id7,0.055537658,1,,
0,63025556.36,id5,0.265619486,0.999368941,,
0,63025559.87,id8,0.214404903,,,
0,63025563.83,id6,1,0,,
0,63025565.41,id10,0.307306913,0.111111111,0.999195502,0.216505021
0,63025565.5,id1,0.375274535,1,,
0,63025565.85,id9,0.306336985,,,
0,63025567.42,id4,0.22448,,,
0,63025568.1,id3,0,1,,
0,63025570.72,id7,0.055493476,0,,
0,63025570.96,id2,0,0.379408207,0.209611758,
0,63025571.36,id5,0.264927022,0.999368941,,
0,63025574.87,id8,0.214234198,,,
0,63025580.5,id1,0.375054293,0,,
0,63025583.1,id3,0.2,1,,
0,63025585.72,id7,0.055449293,0.25,,
0,63025586.36,id5,0.264241399,0.999368941,,
0,63025589.87,id8,0.214063494,,,
0,63025593.83,id6,1,0.111111111,,
0,63025595.5,id1,0.374864122,0.25,,
0,63025595.85,id9,0.306781167,,,
0,63025598.1,id3,0.4,1,,
0,63025600.72,id7,0.05540511,0.5,,
0,63025600.96,id2,0,0.379055132,0.209275902,
0,63025601.36,id5,0.263562601,0.999368941,,
0,63025604.87,id8,0.213892789,,,
0,63025610.41,id10,0.307752789,0.222222222,0.999195502,0.21662285
0,63025610.5,id1,0.374703953,0.5,,
0,63025612.42,id4,0.22208,,,
0,63025613.1,id3,0.6,1,,
0,63025615.72,id7,0.055360928,0.75,,
0,63025616.36,id5,0.262876978,0.999368941,,
0,63025619.87,id8,0.213722084,,,
0,63025623.83,id6,1,0.222222222,,
0,63025625.5,id1,0.374513782,0.75,,
0,63025625.85,id9,0.307225348,,,
0,63025628.1,id3,0.8,1,,
0,63025630.72,id7,0.055316745,1,,
0,63025630.96,id2,0,0.378651686,0.208940052,
0,63025631.36,id5,0.261801394,0.999368941,,
0,63025634.87,id8,0.21355138,,,
0,63025640.5,id1,0.374303634,1,,
0,63025643.1,id3,1,1,,
0,63025645.72,id7,0.055272562,0,,
0,63025646.36,id5,0.260526245,0.999368941,,
0,63025649.87,id8,0.21355138,,,
0,63025653.83,id6,1,0.333333333,,
0,63025655.41,id10,0.308793168,0.444444444,0.999195502,0.21721084
0,63025655.5,id1,0.374063345,0,,
0,63025655.85,id9,0.30781759,,,
0,63025657.42,id4,0.21848,,,
0,63025658.1,id3,0,1,,
0,63025660.72,id7,0.055272562,0.25,,
0,63025660.96,id2,0,0.378157313,0.20877213,
0,63025661.36,id5,0.25912036,0.999368941,,
0,63025664.87,id8,0.21355138,,,
0,63025670.5,id1,0.373813102,0.25,,
0,63025673.1,id3,0.2,1,,
0,63025675.72,id7,0.055272562,0.5,,
0,63025676.36,id5,0.25745297,0.999368941,,
0,63025679.87,id8,0.21355138,,,
0,63025683.83,id6,1,0.444444444,,
0,63025685.5,id1,0.373542811,0.5,,
0,63025685.85,id9,0.30781759,,,
0,63025688.1,id3,0.4,1,,
0,63025690.72,id7,0.055272562,0.75,,
0,63025690.96,id2,0,0.377592286,0.20877213,
0,63025691.36,id5,0.255781019,0.999368941,,
0,63025694.87,id8,0.21355138,,,
0,63025700.41,id10,0.308793168,0.555555556,0.999195502,0.216843342
0,63025700.5,id1,0.373252472,0.75,,
0,63025702.42,id4,0.2128,,,
0,63025703.1,id3,0.6,1,,
0,63025705.72,id7,0.055272562,1,,
0,63025706.36,id5,0.254953258,0.999368941,,
0,63025709.87,id8,0.21355138,,,
0,63025713.83,id6,1,0.555555556,,
0,63025715.5,id1,0.373002229,1,,
0,63025715.85,id9,0.30781759,,,
0,63025718.1,id3,0.8,1,,
0,63025720.72,id7,0.055272562,0,,
0,63025720.96,id2,0,0.377108,0.20877213,
0,63025721.36,id5,0.254130042,0.999368941,,
0,63025724.87,id8,0.21355138,,,
0,63025730.5,id1,0.372771964,0,,
0,63025733.1,id3,1,1,,
0,63025735.72,id7,0.055272562,0.25,,
0,63025736.36,id5,0.253235764,0.999368941,,
0,63025739.87,id8,0.21355138,,,
0,63025743.83,id6,1,0.666666667,,
0,63025745.41,id10,0.308793168,0.777777778,0.999195502,0.216507613
0,63025745.5,id1,0.372511697,0.25,,
0,63025745.85,id9,0.30781759,,,
0,63025747.42,id4,0.20984,,,
0,63025748.1,id3,0,1,,
0,63025750.72,id7,0.055272562,0.5,,
0,63025750.96,id2,0,0.376553058,0.20877213,
0,63025751.36,id5,0.252013465,0.999368941,,
0,63025754.87,id8,0.21355138,,,
0,63025760.5,id1,0.372221358,0.5,,
0,63025763.1,id3,0.2,1,,
0,63025765.72,id7,0.055272562,0.75,,
0,63025766.36,id5,0.250786638,0.999368941,,
0,63025769.87,id8,0.21355138,,,
0,63025773.83,id6,1,0.777777778,,
0,63025775.5,id1,0.371911113,0.75,,
0,63025775.85,id9,0.30781759,,,
0,63025778.1,id3,0.4,1,,
0,63025780.72,id7,0.055272562,1,,
0,63025780.96,id2,0,0.375957908,0.20877213,
0,63025781.36,id5,0.249630872,0.999368941,,
0,63025784.87,id8,0.21355138,,,
0,63025790.41,id10,0.308793168,0.888888889,0.999195502,0.21610841
0,63025790.5,id1,0.371630869,1,,
0,63025792.42,id4,0.2056,,,
0,63025793.1,id3,0.6,1,,
0,63025795.72,id7,0.055272562,0,,
0,63025796.36,id5,0.248534781,0.999368941,,
0,63025799.87,id8,0.21355138,,,
0,63025803.83,id6,1,0.888888889,,
0,63025805.5,id1,0.371330578,0,,
0,63025805.85,id9,0.30781759,,,
0,63025808.1,id3,0.8,1,,
0,63025810.72,id7,0.055272562,0.25,,
0,63025810.96,id2,0,0.375362677,0.20877213,
0,63025811.36,id5,0.24744097,0.999368941,,
0,63025814.87,id8,0.21355138,,,
0,63025820.5,id1,0.37104031,0.25,,
0,63025823.1,id3,1,1,,
0,63025825.72,id7,0.055272562,0.5,,
0,63025826.36,id5,0.246347159,0.999368941,,
0,63025829.87,id8,0.21355138,,,
0,63025833.83,id6,1,1,,
0,63025835.41,id10,0.308793168,0,0.999195502,0.215709207
0,63025835.5,id1,0.370750042,0.5,,
0,63025835.85,id9,0.30781759,,,
0,63025837.42,id4,0.20176,,,
0,63025838.1,id3,0,1,,
0,63025840.72,id7,0.055272562,0.75,,
0,63025840.96,id2,0,0.374737125,0.20877213,
0,63025841.36,id5,0.245244227,0.999368941,,
0,63025844.87,id8,0.21355138,,,
0,63025850.5,id1,0.370419679,0.75,,
0,63025853.1,id3,0.2,1,,
0,63025855.72,id7,0.055272562,1,,
0,63025856.36,id5,0.244139031,0.999368941,,
0,63025859.87,id8,0.21355138,,,
0,63025863.83,id6,1,0,,
0,63025865.5,id1,0.370079363,1,,
0,63025865.85,id9,0.30781759,,,
0,63025868.1,id3,0.4,1,,
0,63025870.72,id7,0.055272562,0,,
0,63025870.96,id2,0,0.374071289,0.20877213,
0,63025871.36,id5,0.243038395,0.999368941,,
0,63025874.87,id8,0.21355138,,,
0,63025880.41,id10,0.308793168,0.111111111,0.999195502,0.215260097
0,63025880.5,id1,0.369759094,0,,
0,63025882.42,id4,0.19792,,,
0,63025883.1,id3,0.6,1,,
0,63025885.72,id7,0.055272562,0.25,,
0,63025886.36,id5,0.241859841,0.999368941,,
0,63025889.87,id8,0.21355138,,,
0,63025893.83,id6,1,0.111111111,,
0,63025895.5,id1,0.369378682,0.25,,
0,63025895.85,id9,0.30781759,,,
0,63025898.1,id3,0.8,1,,
0,63025900.72,id7,0.055272562,0.5,,
0,63025900.96,id2,0,0.373274162,0.20877213,
0,63025901.36,id5,0.240738698,0.999368941,,
0,63025904.87,id8,0.21355138,,,
0,63025910.5,id1,0.36896827,0.5,,
0,63025913.1,id3,1,1,,
0,63025915.72,id7,0.055272562,0.75,,
0,63025916.36,id5,0.240136004,0.999368941,,
0,63025919.87,id8,0.21355138,,,
0,63025923.83,id6,1,0.222222222,,
0,63025925.41,id10,0.308793168,0.333333333,0.999195502,0.214724766
0,63025925.5,id1,0.368577905,0.75,,
0,63025925.85,id9,0.30781759,,,
0,63025927.42,id4,0.19464,,,
0,63025928.1,id3,0,1,,
0,63025930.72,id7,0.055272562,1,,
0,63025930.96,id2,0,0.372466982,0.20877213,
0,63025931.36,id5,0.239464513,0.999368941,,
0,63025934.87,id8,0.21355138,,,
0,63025940.5,id1,0.368167492,1,,
0,63025943.1,id3,0.2,1,,
0,63025945.72,id7,0.055272562,0,,
0,63025946.36,id5,0.238653164,0.999368941,,
0,63025949.87,id8,0.21355138,,,
0,63025953.83,id6,1,0.333333333,,
0,63025955.5,id1,0.367707031,0,,
0,63025955.85,id9,0.30781759,,,
0,63025958.1,id3,0.4,1,,
0,63025960.72,id7,0.055272562,0.25,,
0,63025960.96,id2,0,0.371568987,0.20877213,
0,63025961.36,id5,0.238362544,0.999368941,,
0,63025964.87,id8,0.21355138,,,
0,63025970.41,id10,0.308793168,0.444444444,0.999195502,0.214135016
0,63025970.5,id1,0.367276641,0.25,,
0,63025972.42,id4,0.1928,,,
0,63025973.1,id3,0.6,1,,
0,63025975.72,id7,0.055272562,0.5,,
0,63025976.36,id5,0.238142985,0.999368941,,
0,63025979.87,id8,0.21355138,,,
0,63025983.83,id6,1,0.444444444,,
0,63025985.5,id1,0.366876252,0.5,,
0,63025985.85,id9,0.30781759,,,
0,63025988.1,id3,0.8,1,,
0,63025990.72,id7,0.055272562,0.75,,
0,63025990.96,id2,0,0.370812219,0.20877213,
0,63025991.36,id5,0.237934813,0.999368941,,
0,63025994.87,id8,0.21355138,,,
0,63026000.5,id1,0.366525912,0.75,,
0,63026003.1,id3,1,1,,
0,63026005.72,id7,0.055272562,1,,
0,63026006.36,id5,0.23767379,0.999368941,,
0,63026009.87,id8,0.21355138,,,
0,63026013.83,id6,1,0.555555556,,
0,63026015.41,id10,0.308793168,0.666666667,0.999195502,0.213658679
0,63026015.5,id1,0.36622562,1,,
0,63026015.85,id9,0.30781759,,,
0,63026017.42,id4,0.19224,,,
0,63026018.1,id3,0,1,,
0,63026020.72,id7,0.055272562,0,,
0,63026020.96,id2,0,0.370237107,0.20877213,
0,63026021.36,id5,0.238061968,0.999368941,,
0,63026024.87,id8,0.21355138,,,
0,63026030.5,id1,0.3659554,0,,
0,63026033.1,id3,0.2,1,,
0,63026035.72,id7,0.055272562,0.25,,
0,63026036.36,id5,0.23872302,0.999368941,,
0,63026039.87,id8,0.21355138,,,
0,63026043.83,id6,1,0.666666667,,
0,63026045.5,id1,0.365755206,0.25,,
0,63026045.85,id9,0.30781759,,,
0,63026048.1,id3,0.4,1,,
0,63026050.72,id7,0.055272562,0.5,,
0,63026050.96,id2,0,0.369863727,0.20877213,
0,63026051.36,id5,0.239647842,0.999368941,,
0,63026054.87,id8,0.21355138,,,
0,63026060.41,id10,0.308793168,0.777777778,0.999195502,0.213368347
0,63026060.5,id1,0.365585012,0.5,,
0,63026062.42,id4,0.19488,,,
0,63026063.1,id3,0.6,1,,
0,63026065.72,id7,0.055272562,0.75,,
0,63026066.36,id5,0.240558998,0.999368941,,
0,63026069.87,id8,0.21355138,,,
0,63026073.83,id6,1,0.777777778,,
0,63026075.5,id1,0.365354746,0.75,,
0,63026075.85,id9,0.30781759,,,
0,63026078.1,id3,0.8,1,,
0,63026080.72,id7,0.055272562,1,,
0,63026080.96,id2,0,0.369359121,0.20877213,
0,63026081.36,id5,0.241461048,0.999368941,,
0,63026084.87,id8,0.21355138,,,
0,63026090.5,id1,0.365084455,1,,
0,63026093.1,id3,1,1,,
0,63026095.72,id7,0.055272562,0,,
0,63026096.36,id5,0.242509797,0.999368941,,
0,63026099.87,id8,0.21355138,,,
0,63026103.83,id6,1,0.888888889,,
0,63026105.41,id10,0.308793168,1,0.999195502,0.2130553
0,63026105.5,id1,0.364894285,0,,
0,63026105.85,id9,0.30781759,,,
0,63026107.42,id4,0.19864,,,
0,63026108.1,id3,0,1,,
0,63026110.72,id7,0.055272562,0.25,,
0,63026110.96,id2,0,0.36908664,0.20877213,
0,63026111.36,id5,0.243840526,0.999368941,,
0,63026114.87,id8,0.21355138,,,
0,63026120.5,id1,0.364814165,0.25,,
0,63026123.1,id3,0.2,1,,
0,63026125.72,id7,0.055272562,0.5,,
0,63026126.36,id5,0.245235507,0.999368941,,
0,63026129.87,id8,0.21355138,,,
0,63026133.83,id6,1,1,,
0,63026135.5,id1,0.364734115,0.5,,
0,63026135.85,id9,0.30781759,,,
0,63026138.1,id3,0.4,1,,
0,63026140.72,id7,0.055272562,0.75,,
0,63026140.96,id2,0,0.368955487,0.20877213,
0,63026141.36,id5,0.246701549,0.999368941,,
0,63026144.87,id8,0.21355138,,,
0,63026150.41,id10,0.308793168,0,0.999195502,0.212960027
0,63026150.5,id1,0.364684067,0.75,,
0,63026152.42,id4,0.20392,,,
0,63026153.1,id3,0.6,1,,
0,63026155.72,id7,0.055272562,1,,
0,63026156.36,id5,0.248318835,0.999368941,,
0,63026159.87,id8,0.21355138,,,
0,63026163.83,id6,1,0,,
0,63026165.5,id1,0.364734115,1,,
0,63026165.85,id9,0.307669529,,,
0,63026168.1,id3,0.8,1,,
0,63026170.72,id7,0.055272562,0,,
0,63026170.96,id2,0,0.369127061,0.20877213,
0,63026171.36,id5,0.249952068,0.999368941,,
0,63026174.87,id8,0.21355138,,,
0,63026180.5,id1,0.36485426,0,,
0,63026183.1,id3,1,1,,
0,63026185.72,id7,0.055272562,0.25,,
0,63026186.36,id5,0.251536995,0.999368941,,
0,63026189.87,id8,0.21355138,,,
0,63026193.83,id6,1,0.111111111,,
0,63026195.41,id10,0.308495917,0.222222222,0.999195502,0.212872399
0,63026195.5,id1,0.365044431,0.25,,
0,63026195.85,id9,0.307521469,,,
0,63026197.42,id4,0.20984,,,
0,63026198.1,id3,0,1,,
0,63026200.72,id7,0.055272562,0.5,,
0,63026200.96,id2,0,0.369581146,0.20877213,
0,63026201.36,id5,0.253073633,0.999368941,,
0,63026204.87,id8,0.21355138,,,
0,63026210.5,id1,0.365304698,0.5,,
0,63026213.1,id3,0.2,1,,
0,63026215.72,id7,0.055272562,0.75,,
0,63026216.36,id5,0.254628481,0.999368941,,
0,63026219.87,id8,0.21355138,,,
0,63026223.83,id6,1,0.222222222,,
0,63026225.5,id1,0.365645014,0.75,,
0,63026225.85,id9,0.307373408,,,
0,63026228.1,id3,0.4,1,,
0,63026230.72,id7,0.055272562,1,,
0,63026230.96,id2,0,0.370307627,0.20877213,
0,63026231.36,id5,0.256320907,0.999368941,,
0,63026234.87,id8,0.21355138,,,
0,63026240.41,id10,0.308347292,0.333333333,0.999195502,0.213191493
0,63026240.5,id1,0.366025355,1,,
0,63026242.42,id4,0.21552,,,
0,63026243.1,id3,0.6,1,,
0,63026245.72,id7,0.055272562,0,,
0,63026246.36,id5,0.257896263,0.999368941,,
0,63026249.87,id8,0.21355138,,,
0,63026253.83,id6,1,0.333333333,,
0,63026255.5,id1,0.366455815,0,,
0,63026255.85,id9,0.305300563,,,
0,63026258.1,id3,0.8,1,,
0,63026260.72,id7,0.055272562,0.25,,
0,63026260.96,id2,0,0.371135137,0.20877213,
0,63026261.36,id5,0.259526749,0.999368941,,
0,63026264.87,id8,0.21355138,,,
0,63026270.5,id1,0.366846251,0.25,,
0,63026273.1,id3,1,1,,
0,63026275.72,id7,0.055272562,0.5,,
0,63026276.36,id5,0.261081598,0.999368941,,
0,63026279.87,id8,0.21355138,,,
0,63026283.83,id6,1,0.444444444,,
0,63026285.41,id10,0.303145396,0.555555556,0.999195502,0.209326157
0,63026285.5,id1,0.367186567,0.5,,
0,63026285.85,id9,0.302191294,,,
0,63026287.42,id4,0.22112,,,
0,63026288.1,id3,0,1,,
0,63026290.72,id7,0.055272562,0.75,,
0,63026290.96,id2,0,0.371891898,0.20877213,
0,63026291.36,id5,0.263037809,0.999368941,,
0,63026294.87,id8,0.213380675,,,
0,63026300.5,id1,0.36759698,0.75,,
0,63026303.1,id3,0.2,1,,
0,63026305.72,id7,0.05522838,1,,
0,63026306.36,id5,0.264987195,0.999368941,,
0,63026309.87,id8,0.213380675,,,
0,63026313.83,id6,1,0.555555556,,
0,63026315.5,id1,0.367977392,1,,
0,63026315.85,id9,0.299230086,,,
0,63026318.1,id3,0.4,1,,
0,63026320.72,id7,0.05522838,0,,
0,63026320.96,id2,0,0.372658817,0.208604209,
0,63026321.36,id5,0.267321997,0.999368941,,
0,63026324.87,id8,0.213380675,,,
